method,horizon,forecast_quarter,target_quarter,selected_variable,selection_stage
Elastic net,1,2008 Q1,2008 Q2,RPI_m1,NA
Elastic net,1,2008 Q1,2008 Q2,UNRATE_m5,NA
Elastic net,1,2008 Q1,2008 Q2,BOGMBASE_m2,NA
Threshold ridge,1,2008 Q1,2008 Q2,RPI_m1,NA
Threshold ridge,1,2008 Q1,2008 Q2,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2008 Q1,2008 Q2,INDPRO_m3,NA
Threshold ridge,1,2008 Q1,2008 Q2,CMRMTSPLx_m0,NA
Threshold ridge,1,2008 Q1,2008 Q2,RETAILx_m1,NA
Threshold ridge,1,2008 Q1,2008 Q2,UNRATE_m5,NA
Threshold ridge,1,2008 Q1,2008 Q2,CLAIMSx_m1,NA
Threshold ridge,1,2008 Q1,2008 Q2,PAYEMS_m0,NA
Threshold ridge,1,2008 Q1,2008 Q2,M1SL_m3,NA
Threshold ridge,1,2008 Q1,2008 Q2,BOGMBASE_m0,NA
Threshold ridge,1,2008 Q1,2008 Q2,BOGMBASE_m2,NA
Threshold ridge,1,2008 Q1,2008 Q2,PPICMM_m4,NA
Threshold ridge,1,2008 Q1,2008 Q2,OILPRICEx_m0,NA
Threshold ridge,1,2008 Q1,2008 Q2,S&P 500_m2,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,RPI_m1,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,INDPRO_m3,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,RETAILx_m1,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,UNRATE_m5,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,CLAIMSx_m1,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,PAYEMS_m0,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,M1SL_m3,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,BOGMBASE_m0,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,BOGMBASE_m2,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,PPICMM_m4,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,OILPRICEx_m0,NA
Post-threshold ridge,1,2008 Q1,2008 Q2,S&P 500_m2,NA
OCMT,1,2008 Q1,2008 Q2,RPI_m1,1
BMT,1,2008 Q1,2008 Q2,RPI_m1,1
LASSO,1,2008 Q2,2008 Q3,UNRATE_m5,NA
Elastic net,1,2008 Q2,2008 Q3,RPI_m1,NA
Elastic net,1,2008 Q2,2008 Q3,UNRATE_m5,NA
Threshold ridge,1,2008 Q2,2008 Q3,RPI_m1,NA
Threshold ridge,1,2008 Q2,2008 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2008 Q2,2008 Q3,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2008 Q2,2008 Q3,INDPRO_m3,NA
Threshold ridge,1,2008 Q2,2008 Q3,CMRMTSPLx_m0,NA
Threshold ridge,1,2008 Q2,2008 Q3,RETAILx_m1,NA
Threshold ridge,1,2008 Q2,2008 Q3,UNRATE_m4,NA
Threshold ridge,1,2008 Q2,2008 Q3,UNRATE_m5,NA
Threshold ridge,1,2008 Q2,2008 Q3,CLAIMSx_m1,NA
Threshold ridge,1,2008 Q2,2008 Q3,PAYEMS_m0,NA
Threshold ridge,1,2008 Q2,2008 Q3,M1SL_m3,NA
Threshold ridge,1,2008 Q2,2008 Q3,BOGMBASE_m2,NA
Threshold ridge,1,2008 Q2,2008 Q3,PPICMM_m4,NA
Threshold ridge,1,2008 Q2,2008 Q3,OILPRICEx_m0,NA
Threshold ridge,1,2008 Q2,2008 Q3,S&P 500_m2,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,RPI_m1,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,INDPRO_m3,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,RETAILx_m1,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,UNRATE_m4,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,UNRATE_m5,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,CLAIMSx_m1,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,PAYEMS_m0,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,M1SL_m3,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,BOGMBASE_m2,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,PPICMM_m4,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,OILPRICEx_m0,NA
Post-threshold ridge,1,2008 Q2,2008 Q3,S&P 500_m2,NA
OCMT,1,2008 Q2,2008 Q3,RPI_m1,1
OCMT,1,2008 Q2,2008 Q3,UNRATE_m5,1
BMT,1,2008 Q2,2008 Q3,RPI_m1,1
Threshold ridge,1,2008 Q3,2008 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2008 Q3,2008 Q4,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2008 Q3,2008 Q4,INDPRO_m3,NA
Threshold ridge,1,2008 Q3,2008 Q4,CMRMTSPLx_m0,NA
Threshold ridge,1,2008 Q3,2008 Q4,UNRATE_m4,NA
Threshold ridge,1,2008 Q3,2008 Q4,UNRATE_m5,NA
Threshold ridge,1,2008 Q3,2008 Q4,CLAIMSx_m1,NA
Threshold ridge,1,2008 Q3,2008 Q4,PAYEMS_m0,NA
Threshold ridge,1,2008 Q3,2008 Q4,M1SL_m3,NA
Threshold ridge,1,2008 Q3,2008 Q4,BOGMBASE_m0,NA
Threshold ridge,1,2008 Q3,2008 Q4,BOGMBASE_m2,NA
Threshold ridge,1,2008 Q3,2008 Q4,PPICMM_m4,NA
Threshold ridge,1,2008 Q3,2008 Q4,OILPRICEx_m0,NA
Threshold ridge,1,2008 Q3,2008 Q4,S&P 500_m2,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,INDPRO_m3,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,UNRATE_m4,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,UNRATE_m5,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,CLAIMSx_m1,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,PAYEMS_m0,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,M1SL_m3,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,BOGMBASE_m0,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,BOGMBASE_m2,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,PPICMM_m4,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,OILPRICEx_m0,NA
Post-threshold ridge,1,2008 Q3,2008 Q4,S&P 500_m2,NA
OCMT,1,2008 Q3,2008 Q4,UNRATE_m5,1
BMT,1,2008 Q3,2008 Q4,UNRATE_m5,1
Threshold ridge,1,2008 Q4,2009 Q1,RPI_m4,NA
Threshold ridge,1,2008 Q4,2009 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,INDPRO_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,INDPRO_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,CMRMTSPLx_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,RETAILx_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,UNRATE_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,UNRATE_m5,NA
Threshold ridge,1,2008 Q4,2009 Q1,CLAIMSx_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,PAYEMS_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,M1SL_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,M1SL_m3,NA
Threshold ridge,1,2008 Q4,2009 Q1,M2SL_m1,NA
Threshold ridge,1,2008 Q4,2009 Q1,BOGMBASE_m2,NA
Threshold ridge,1,2008 Q4,2009 Q1,BUSLOANS_m4,NA
Threshold ridge,1,2008 Q4,2009 Q1,PPICMM_m4,NA
Threshold ridge,1,2008 Q4,2009 Q1,OILPRICEx_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,S&P 500_m2,NA
Threshold ridge,1,2008 Q4,2009 Q1,CREDIT_SPREAD_m0,NA
Threshold ridge,1,2008 Q4,2009 Q1,CREDIT_SPREAD_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,RPI_m4,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,INDPRO_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,INDPRO_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,RETAILx_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,UNRATE_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,UNRATE_m5,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,CLAIMSx_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,PAYEMS_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,M1SL_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,M1SL_m3,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,M2SL_m1,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,BOGMBASE_m2,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,BUSLOANS_m4,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,PPICMM_m4,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,OILPRICEx_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,S&P 500_m2,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,CREDIT_SPREAD_m0,NA
Post-threshold ridge,1,2008 Q4,2009 Q1,CREDIT_SPREAD_m1,NA
OCMT,1,2008 Q4,2009 Q1,PAYEMS_m0,1
OCMT,1,2008 Q4,2009 Q1,CREDIT_SPREAD_m0,1
BMT,1,2008 Q4,2009 Q1,PAYEMS_m0,1
Threshold ridge,1,2009 Q1,2009 Q2,RPI_m2,NA
Threshold ridge,1,2009 Q1,2009 Q2,RPI_m3,NA
Threshold ridge,1,2009 Q1,2009 Q2,RPI_m4,NA
Threshold ridge,1,2009 Q1,2009 Q2,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q1,2009 Q2,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2009 Q1,2009 Q2,INDPRO_m0,NA
Threshold ridge,1,2009 Q1,2009 Q2,INDPRO_m1,NA
Threshold ridge,1,2009 Q1,2009 Q2,CMRMTSPLx_m0,NA
Threshold ridge,1,2009 Q1,2009 Q2,UNRATE_m1,NA
Threshold ridge,1,2009 Q1,2009 Q2,UNRATE_m5,NA
Threshold ridge,1,2009 Q1,2009 Q2,CLAIMSx_m1,NA
Threshold ridge,1,2009 Q1,2009 Q2,PAYEMS_m0,NA
Threshold ridge,1,2009 Q1,2009 Q2,M1SL_m0,NA
Threshold ridge,1,2009 Q1,2009 Q2,M2SL_m1,NA
Threshold ridge,1,2009 Q1,2009 Q2,BUSLOANS_m4,NA
Threshold ridge,1,2009 Q1,2009 Q2,PPICMM_m4,NA
Threshold ridge,1,2009 Q1,2009 Q2,OILPRICEx_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,RPI_m2,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,RPI_m3,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,RPI_m4,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,INDPRO_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,INDPRO_m1,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,UNRATE_m1,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,UNRATE_m5,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,CLAIMSx_m1,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,PAYEMS_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,M1SL_m0,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,M2SL_m1,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,BUSLOANS_m4,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,PPICMM_m4,NA
Post-threshold ridge,1,2009 Q1,2009 Q2,OILPRICEx_m0,NA
OCMT,1,2009 Q1,2009 Q2,INDPRO_m0,1
OCMT,1,2009 Q1,2009 Q2,PAYEMS_m0,1
BMT,1,2009 Q1,2009 Q2,PAYEMS_m0,1
Elastic net,1,2009 Q2,2009 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,RPI_m2,NA
Threshold ridge,1,2009 Q2,2009 Q3,RPI_m3,NA
Threshold ridge,1,2009 Q2,2009 Q3,RPI_m4,NA
Threshold ridge,1,2009 Q2,2009 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2009 Q2,2009 Q3,INDPRO_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,INDPRO_m1,NA
Threshold ridge,1,2009 Q2,2009 Q3,CMRMTSPLx_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,UNRATE_m1,NA
Threshold ridge,1,2009 Q2,2009 Q3,UNRATE_m5,NA
Threshold ridge,1,2009 Q2,2009 Q3,CLAIMSx_m1,NA
Threshold ridge,1,2009 Q2,2009 Q3,PAYEMS_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,M1SL_m0,NA
Threshold ridge,1,2009 Q2,2009 Q3,M1SL_m1,NA
Threshold ridge,1,2009 Q2,2009 Q3,BOGMBASE_m2,NA
Threshold ridge,1,2009 Q2,2009 Q3,PPICMM_m4,NA
Threshold ridge,1,2009 Q2,2009 Q3,OILPRICEx_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,RPI_m2,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,RPI_m3,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,RPI_m4,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,INDPRO_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,INDPRO_m1,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,UNRATE_m1,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,UNRATE_m5,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,CLAIMSx_m1,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,PAYEMS_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,M1SL_m0,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,M1SL_m1,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,BOGMBASE_m2,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,PPICMM_m4,NA
Post-threshold ridge,1,2009 Q2,2009 Q3,OILPRICEx_m0,NA
OCMT,1,2009 Q2,2009 Q3,INDPRO_m0,1
OCMT,1,2009 Q2,2009 Q3,PAYEMS_m0,1
BMT,1,2009 Q2,2009 Q3,INDPRO_m0,1
Elastic net,1,2009 Q3,2009 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,RPI_m2,NA
Threshold ridge,1,2009 Q3,2009 Q4,RPI_m3,NA
Threshold ridge,1,2009 Q3,2009 Q4,RPI_m4,NA
Threshold ridge,1,2009 Q3,2009 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2009 Q3,2009 Q4,INDPRO_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,INDPRO_m1,NA
Threshold ridge,1,2009 Q3,2009 Q4,CMRMTSPLx_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,RETAILx_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,UNRATE_m5,NA
Threshold ridge,1,2009 Q3,2009 Q4,CLAIMSx_m1,NA
Threshold ridge,1,2009 Q3,2009 Q4,PAYEMS_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,M1SL_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,M2SL_m1,NA
Threshold ridge,1,2009 Q3,2009 Q4,BOGMBASE_m2,NA
Threshold ridge,1,2009 Q3,2009 Q4,PPICMM_m4,NA
Threshold ridge,1,2009 Q3,2009 Q4,OILPRICEx_m0,NA
Threshold ridge,1,2009 Q3,2009 Q4,S&P 500_m2,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,RPI_m2,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,RPI_m3,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,RPI_m4,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,INDPRO_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,INDPRO_m1,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,RETAILx_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,UNRATE_m5,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,CLAIMSx_m1,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,PAYEMS_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,M1SL_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,M2SL_m1,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,BOGMBASE_m2,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,PPICMM_m4,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,OILPRICEx_m0,NA
Post-threshold ridge,1,2009 Q3,2009 Q4,S&P 500_m2,NA
OCMT,1,2009 Q3,2009 Q4,INDPRO_m0,1
BMT,1,2009 Q3,2009 Q4,INDPRO_m0,1
LASSO,1,2009 Q4,2010 Q1,INDPRO_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,RPI_m4,NA
Threshold ridge,1,2009 Q4,2010 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,INDPRO_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,INDPRO_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,CMRMTSPLx_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,RETAILx_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,UNRATE_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,CLAIMSx_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,PAYEMS_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,M1SL_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,M2SL_m1,NA
Threshold ridge,1,2009 Q4,2010 Q1,PPICMM_m4,NA
Threshold ridge,1,2009 Q4,2010 Q1,OILPRICEx_m0,NA
Threshold ridge,1,2009 Q4,2010 Q1,FEDFUNDS_m4,NA
Threshold ridge,1,2009 Q4,2010 Q1,S&P 500_m2,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,RPI_m4,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,INDPRO_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,INDPRO_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,RETAILx_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,UNRATE_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,CLAIMSx_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,PAYEMS_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,M1SL_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,M2SL_m1,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,PPICMM_m4,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,OILPRICEx_m0,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,FEDFUNDS_m4,NA
Post-threshold ridge,1,2009 Q4,2010 Q1,S&P 500_m2,NA
OCMT,1,2009 Q4,2010 Q1,INDPRO_m0,1
BMT,1,2009 Q4,2010 Q1,INDPRO_m0,1
Threshold ridge,1,2010 Q1,2010 Q2,RPI_m4,NA
Threshold ridge,1,2010 Q1,2010 Q2,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,INDPRO_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,INDPRO_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,CMRMTSPLx_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,RETAILx_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,UNRATE_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,CLAIMSx_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,PAYEMS_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,M1SL_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,M1SL_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,M2SL_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,PPICMM_m1,NA
Threshold ridge,1,2010 Q1,2010 Q2,PPICMM_m4,NA
Threshold ridge,1,2010 Q1,2010 Q2,OILPRICEx_m0,NA
Threshold ridge,1,2010 Q1,2010 Q2,FEDFUNDS_m3,NA
Threshold ridge,1,2010 Q1,2010 Q2,FEDFUNDS_m4,NA
Threshold ridge,1,2010 Q1,2010 Q2,S&P 500_m2,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,RPI_m4,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,INDPRO_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,INDPRO_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,RETAILx_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,UNRATE_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,CLAIMSx_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,PAYEMS_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,M1SL_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,M1SL_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,M2SL_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,PPICMM_m1,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,PPICMM_m4,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,OILPRICEx_m0,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,FEDFUNDS_m3,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,FEDFUNDS_m4,NA
Post-threshold ridge,1,2010 Q1,2010 Q2,S&P 500_m2,NA
OCMT,1,2010 Q1,2010 Q2,INDPRO_m0,1
BMT,1,2010 Q1,2010 Q2,INDPRO_m0,1
Threshold ridge,1,2010 Q2,2010 Q3,RPI_m2,NA
Threshold ridge,1,2010 Q2,2010 Q3,RPI_m4,NA
Threshold ridge,1,2010 Q2,2010 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,DPCERA3M086SBEA_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,INDPRO_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,INDPRO_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,CMRMTSPLx_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,UNRATE_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,CLAIMSx_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,PAYEMS_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,M1SL_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,M1SL_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,M2SL_m1,NA
Threshold ridge,1,2010 Q2,2010 Q3,PPICMM_m4,NA
Threshold ridge,1,2010 Q2,2010 Q3,OILPRICEx_m0,NA
Threshold ridge,1,2010 Q2,2010 Q3,FEDFUNDS_m3,NA
Threshold ridge,1,2010 Q2,2010 Q3,FEDFUNDS_m4,NA
Threshold ridge,1,2010 Q2,2010 Q3,S&P 500_m2,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,RPI_m2,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,RPI_m4,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,DPCERA3M086SBEA_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,INDPRO_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,INDPRO_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,CMRMTSPLx_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,UNRATE_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,CLAIMSx_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,PAYEMS_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,M1SL_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,M1SL_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,M2SL_m1,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,PPICMM_m4,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,OILPRICEx_m0,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,FEDFUNDS_m3,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,1,2010 Q2,2010 Q3,S&P 500_m2,NA
